x_A,y_A,z_A,site_energy_eV
20.25022634,16.54382545,20.84588947,-3.35787168
6.01483157,12.11992649,16.78623558,-3.28721767
13.6827896,3.37756202,24.03393499,-3.39820787
24.64095049,8.85465273,13.57295215,-3.28188689
20.24034152,9.96400969,17.65699702,-3.38960991
22.43249878,4.48551794,19.96288955,-3.27757255
2.87642668,20.73946876,17.51096189,-3.24741014
12.67480216,20.9587865,21.68235044,-3.26005902
7.12131998,16.5359182,8.10245214,-3.38845387
20.27134157,16.49518061,14.46360811,-3.39816373
22.36084309,24.11318464,18.48482604,-3.25344494
15.78831653,15.48179881,18.47638616,-3.26149955
24.64885975,15.39241461,12.15917454,-3.28380126
18.06906065,24.21127061,24.92345855,-3.28584529
7.13557239,16.5193128,20.84262853,-3.37208956
21.3487698,18.68117804,15.34011392,-3.28536756
26.8356805,16.52303368,17.65445782,-3.34891252
11.34537763,18.89451477,8.30013542,-3.26074885
21.36885383,20.88097571,16.75651239,-3.27980128
18.14816824,15.47539114,20.01288724,-3.25790371
1.60751099,14.36899015,23.15537762,-3.27960719
18.01346954,24.21545311,12.24748223,-3.2723822
21.271229,14.40562153,21.67035345,-3.26452141
6.05845259,14.34484023,2.59784931,-3.27598231
12.59208317,14.33641317,4.01700929,-3.28195033
29.00472053,8.85177342,7.22057434,-3.28235894
18.05625652,4.44693983,0.8354653,-3.2827416
22.60020592,7.58768444,14.63172395,-3.25429207
18.0662746,8.83016156,5.7758708,-3.28314008
18.07138891,2.27657612,7.21188945,-3.28941824
11.32158961,14.18312676,1.53743731,-3.25348156
2.89583091,12.30322465,23.89128244,-3.2462943
21.28036868,14.36583972,8.92257957,-3.26295797
9.21487984,10.99248395,5.74096582,-3.2687769
14.69043792,1.2581602,10.45218437,-3.26508067
26.8162183,9.91338843,1.71710392,-3.36451108
20.2332184,9.96710088,4.90232374,-3.38644587
19.19822227,7.81773429,10.43770993,-3.26116575
1.65436004,18.72052801,4.00447751,-3.28378495
12.6529488,20.97846025,8.92754785,-3.25656595
6.05812944,18.63958635,21.68964241,-3.26762597
22.43849457,15.41379863,0.83264041,-3.28427406
18.0743575,21.99744965,5.78881238,-3.28265375
14.76976676,12.11915419,8.96831728,-3.29020177
26.82518629,16.4878533,24.0335349,-3.38259155
20.23945208,23.13053753,11.27946152,-3.38522486
4.99882313,15.46454512,7.24852283,-3.27098454
21.32718268,20.91229983,4.05738622,-3.26907392
1.63908617,20.90672164,2.59853595,-3.287455
12.68860062,18.60858904,23.20820302,-3.26581503
17.92948957,20.73814629,8.24953066,-3.25107356
18.12899203,15.4911052,7.25842061,-3.26130376
0.52702678,16.49270586,11.27844684,-3.39631448
18.06319386,24.18331968,50.43614612,-3.28863815
21.36666074,1.17836845,8.98546693,-3.27820761
6.10826845,25.21750051,16.82813204,-3.25985257
12.57988743,1.18605513,16.77115693,-3.28023216
1.55712441,25.17937304,21.67440702,-3.26140536
51.99725838,5.5510431,10.3991457,-3.28401812
9.25571883,8.88495665,50.37736455,-3.26936405
4.94414984,8.8722185,18.50054669,-3.27752925
11.57254405,4.3963837,18.48727321,-3.25797595
12.56477924,25.27994409,15.35913084,-3.28624947
25.72664057,20.88989861,8.98591984,-3.2809048
22.62727223,1.03316701,24.21965537,-3.25979682
4.79426836,25.45763721,14.66139077,-3.25532313
2.67292021,4.38386017,24.86640065,-3.2638179
11.55952134,8.91585344,13.63553914,-3.26289167
9.29736618,11.05557799,18.53470916,-3.27956275
9.21968692,4.39792311,20.01604116,-3.26340869
25.72128413,51.58810084,15.36188063,-3.28341723
11.30443369,7.59250037,24.21529309,-3.25629782
6.09886619,5.46523947,8.91944417,-3.26021089
18.05036514,4.4658491,13.57665966,-3.28147479
11.29870648,25.40907884,17.86554435,-3.26220789
2.67101982,15.48447362,18.50940158,-3.26732057
9.27872436,15.4714298,13.62180701,-3.27736582
4.93582436,24.17930783,24.91789421,-3.2899566
8.16455341,1.20889614,21.67777407,-3.27126075
21.2878923,7.83707109,16.82394875,-3.26498299
1.56787084,7.79538409,15.31799624,-3.26653042
13.67736174,3.39863721,11.27896288,-3.37229485
7.08858542,23.06906937,17.66159846,-3.34950963
4.97812369,15.4951478,20.01426591,-3.26917367
11.54082485,15.48718056,24.87094799,-3.26584443
0.56754829,23.10800826,14.46952756,-3.36586462
21.3778613,25.28470277,23.14562526,-3.28482739
6.02790997,1.19416704,2.58826566,-3.28729355
11.5810183,4.39200399,5.72511649,-3.2632502
22.34990417,24.11189123,5.72802907,-3.2596659
4.90212781,4.47312896,0.8258174,-3.27939713
9.22419324,8.92054894,12.11251694,-3.25848629
2.72292984,8.82717676,7.21137723,-3.28668815
7.12173517,3.33501839,8.0948204,-3.35262967
13.66526119,23.10697511,1.71428462,-3.39315826
1.58504676,1.22982166,23.19393441,-3.27014647
19.20954003,5.47284721,8.91847998,-3.26335558
6.09929787,25.2107187,4.07760358,-3.25577062
1.65712925,1.17805397,10.39859323,-3.2824611
12.58555316,12.13847368,2.60733519,-3.28192793
4.91139514,8.8130653,5.79948465,-3.28395841
7.1201406,23.09014264,11.28392304,-3.40220371
1.54936826,5.49722309,4.0689255,-3.26024766
12.55654473,5.56710527,10.38030601,-3.27896787
7.094866,3.36119876,20.84698907,-3.37216895
20.22706044,3.38710217,1.71025605,-3.35146068
12.55335392,1.15845425,4.00664506,-3.28015823
2.69023352,15.44990804,5.74581268,-3.26516487
9.23550681,15.49168047,26.37655581,-3.26973945
9.29754737,21.96996113,12.16715037,-3.28506183
4.97622674,2.3487715,7.25897815,-3.26142718
21.29001288,5.49648443,2.54719705,-3.2614286
1.54958954,7.80652613,2.5449194,-3.26133239
12.56752156,5.55032369,23.1552841,-3.28209095
11.30035374,25.41045183,5.11809884,-3.26099873
4.76542833,14.15329496,4.96497713,-3.24899965
11.53213307,15.46440758,12.15322047,-3.28091659
2.73123731,24.21184652,0.82887309,-3.28618553
8.18854062,14.35037861,8.96686958,-3.28583729
16.06201602,14.16306433,20.6478282,-3.26009085
24.49763732,14.12501372,14.66089067,-3.25768952
18.11032709,10.96114016,24.88194646,-3.26924347
15.87260203,17.60907252,12.14157182,-3.28036083
21.31687839,18.63220453,2.57227838,-3.2747806
16.06276355,20.75800209,17.81038989,-3.25296966
24.48605517,18.84535087,20.74471637,-3.24808272
24.63187408,11.04608896,19.94557273,-3.28341235
15.8619123,8.822056,7.19709133,-3.27859085
9.47258297,14.17658055,24.15366368,-3.25342489
17.88007922,12.27180067,14.26933454,-3.2561596
16.03759156,18.88547076,1.86806923,-3.25504785
24.71904102,22.04111292,13.63630722,-3.26173277
17.90083377,20.75928179,20.66887985,-3.25168814
22.61496691,18.84220556,17.80887085,-3.2472321
16.06710734,18.88210335,14.47786185,-3.24417933
24.48104911,20.70860589,23.90009258,-3.24971769
17.92440679,18.88034131,11.143703,-3.25162542
9.45437032,18.88202551,17.47053396,-3.25759083
16.04135002,1.02335861,20.71987194,-3.24852515
22.6241576,1.04352423,11.46298017,-3.25575676
17.86798422,14.17647146,5.09604593,-3.25750889
17.88468732,18.85709211,24.22754524,-3.26117578
9.45088499,20.69652489,14.65924749,-3.26045031
26.82854822,16.50711287,11.28271584,-3.39948319
22.5873261,12.31389462,21.02739135,-3.25653406
17.91636694,1.02791174,17.73518634,-3.24802645
24.4415687,1.04847458,1.51899226,-3.25810017
16.04522148,12.26415957,11.45425684,-3.25568281
9.4708488,12.31547585,20.99084243,-3.24839404
16.04815773,14.18190905,7.91096782,-3.25579471
24.48983268,14.14095242,1.8875071,-3.25573594
22.63250154,20.73058165,14.28503286,-3.25855774
16.03378079,20.73280488,4.75041046,-3.25112049
24.49289465,12.30117444,4.7343965,-3.25365714
14.80097184,14.29699368,23.11655188,-3.27644407
9.45993748,14.17352983,11.38667614,-3.24322465
22.6162233,18.84653418,4.92467671,-3.24420773
9.4303455,18.8935781,4.70124536,-3.2590266
16.01026458,1.00196285,8.27600053,-3.25446116
20.23826656,3.40684137,27.22520462,-3.37356698
8.11758669,20.96387491,4.07271922,-3.25949428
22.43808854,11.02623527,5.7799125,-3.28833632
19.23645113,51.48760813,4.07576037,-3.26305394
22.36754869,2.36425848,13.63806732,-3.26556001
9.50027063,25.40701621,7.89492942,-3.26123076
16.01618963,25.47297599,23.82628132,-3.2594926
4.73123611,18.87515832,11.40999649,-3.2507514
4.9169875,21.99556614,18.54869086,-3.28126199
11.36948285,18.87944126,21.04376651,-3.25822757
24.43726831,25.43063125,17.85565432,-3.26276822
9.46617032,0.99628318,23.88342636,-3.25370674
19.2500146,20.95456134,10.44527487,-3.2725113
2.91898342,18.8440201,1.51792183,-3.26191481
11.3476028,20.6973697,11.09773293,-3.2613035
4.76002336,20.7352505,21.00023664,-3.25210562
16.00520868,5.72831579,14.65355922,-3.25609378
24.47780935,7.610486,24.07696125,-3.24646499
17.89182856,7.55934052,8.25005868,-3.25629109
9.48235091,5.71103192,17.82733073,-3.25675596
15.86441873,8.82533247,19.95843937,-3.28376748
2.88888094,1.00052357,20.97530562,-3.25121464
9.46401549,1.01210039,11.436696,-3.25382941
7.09383316,9.91188023,4.90208265,-3.37991372
19.22940108,5.46635915,21.66755026,-3.25775076
9.48273959,7.61055056,14.28210463,-3.25748757
14.69343595,7.81489953,15.29999779,-3.26334425
22.59313359,5.75450639,4.73261959,-3.25842986
6.0564087,1.18975691,15.32090611,-3.28353434
11.2912925,1.01027623,1.53155815,-3.26185992
2.9212204,12.26995335,11.46481928,-3.25578224
9.50415672,25.41024795,20.63329975,-3.26157338
14.69962159,27.551734,10.45235503,-3.26083182
4.75401279,18.87602288,23.90976298,-3.25285526
2.90208481,20.76641295,5.09947325,-3.25502482
11.47855209,17.63633305,5.80264141,-3.28057471
24.72475719,24.11153827,7.26494104,-3.25593634
17.92369418,25.44793784,1.90040688,-3.25384423
1.57417303,18.66749829,16.80369841,-3.27010158
11.36839474,20.70271917,23.84136659,-3.25875437
4.72796231,20.75705659,7.92233318,-3.25636508
16.00657486,5.71277792,1.85898522,-3.25042508
24.49369981,7.58160674,11.09299552,-3.25627811
17.90796825,7.55959072,21.0231441,-3.25870143
9.48341468,5.70821654,5.07268563,-3.25846197
11.32227598,12.29791979,5.05754538,-3.25349938
2.91707551,1.03036023,7.90595698,-3.25549678
4.7422754,12.27025635,14.27944606,-3.25479764
17.89683059,5.72703386,11.10908355,-3.25309419
9.47127528,7.58446814,1.56280633,-3.24957492
16.01282419,7.56591677,4.72791474,-3.25701631
24.64177496,4.48568672,18.53873823,-3.27825715
4.74999468,1.03129603,5.07775466,-3.25070298
9.21812872,2.31804603,13.63652176,-3.26906622
1.60361037,12.11489703,21.68265131,-3.27089074
4.74896794,14.18159967,17.84133862,-3.25547778
11.34671524,14.17468283,14.54466782,-3.24694539
22.44739781,8.85295382,50.4286733,-3.28350799
2.91812001,14.15462843,7.93816426,-3.25435039
22.59029851,14.14115693,23.82821942,-3.25819938
22.61053712,5.75733909,17.48984965,-3.25651234
22.59616831,14.13091381,11.0943386,-3.25426394
22.64898584,25.42390078,20.63839972,-3.26163458
6.07772826,12.08814027,4.07031509,-3.27663857
9.25434062,15.49286154,0.88311005,-3.26075443
21.29806666,5.49182499,15.30181718,-3.2619011
2.90259606,14.17772782,20.73446792,-3.2523587
22.59288152,7.58393118,1.88733069,-3.25294556
22.64440119,25.4282947,7.889901,-3.26293179
2.879489,25.45236703,23.84714522,-3.25466097
4.77780161,5.74774515,11.07152291,-3.26014405
4.76525455,7.58591905,20.73405409,-3.24465002
11.29260054,5.71346106,20.65411208,-3.26105386
11.31228662,1.01145254,14.30869252,-3.25522619
4.93615256,24.18834706,12.16395881,-3.28798766
2.86697076,5.74259938,1.89373674,-3.25547265
11.30268414,7.60490261,11.45957583,-3.25637395
6.03603149,5.54101016,21.73363574,-3.28180416
2.87787043,5.73369407,14.6484377,-3.24967106
11.55652124,8.89877859,26.39135706,-3.2607424
4.78062299,7.55228516,8.29597713,-3.26146662
4.78328374,25.4750196,1.92677613,-3.25963341
4.75285791,5.69874257,24.19596876,-3.25390941
11.29834328,5.70681097,7.89833921,-3.25991638
2.8726759,25.46792377,11.08845858,-3.26211225
2.86476572,7.56288906,4.71252072,-3.25408447
13.68995589,3.32431337,4.89899865,-3.37641442
0.53884366,3.3653516,11.28210429,-3.40508173
22.45467042,15.38751159,13.58046887,-3.28195101
25.81453082,14.38913201,16.82518431,-3.26001948
18.06451187,8.82671141,18.5380874,-3.28499881
20.25983351,23.09835725,24.03549622,-3.40435516
11.56806261,24.09427486,20.01588769,-3.25720796
2.88216162,7.57337531,17.53967713,-3.25273879
12.66589547,18.61075577,10.46229345,-3.25962718
8.18689351,14.36702712,21.72645931,-3.27439946
19.1369452,12.13665464,16.75895463,-3.27979127
15.79448705,17.54753903,24.86163915,-3.25584917
1.56619706,20.94509012,15.3071146,-3.27005507
18.12406548,22.0716634,18.48900061,-3.2621404
22.40914914,17.5381537,20.00583656,-3.26793504
13.67952594,16.54245907,17.64892814,-3.37281109
24.73201222,24.11574697,20.02192692,-3.25992545
21.38338257,25.29893105,10.37825011,-3.28134262
7.09293729,16.48777843,14.46504827,-3.37120636
25.77059693,5.52272213,23.19985892,-3.27206387
13.68115438,3.33916896,17.65695441,-3.35815071
19.20233825,1.21928438,15.34640027,-3.27407262
22.40853336,8.92123963,24.86846319,-3.26932839
9.21324031,24.08939035,18.48291472,-3.26044408
16.01208275,25.45952629,11.08396431,-3.2562637
1.6531582,14.31505685,10.39487557,-3.28187217
21.36058041,1.17718853,21.74986663,-3.27901072
0.5316679,3.36215188,24.034855,-3.36158722
12.64301179,12.10141767,15.30687981,-3.26720358
6.03113353,7.75108056,23.1572762,-3.28588856
18.08145347,17.60577659,0.8464364,-3.28249078
26.83206638,16.5389655,4.90037878,-3.35920828
12.57145013,7.76297866,8.96572982,-3.28573176
11.58815744,24.08722665,7.2713834,-3.26079733
2.72621314,11.02435782,0.82577552,-3.2820042
8.19954168,12.13407581,10.38712308,-3.27839761
21.27724313,7.84430558,4.07278851,-3.26297264
24.4350651,25.42331777,5.1090082,-3.26201232
20.24813196,23.05696598,4.90111204,-3.35788662
20.26485899,16.51323608,8.09119796,-3.35057651
15.79029489,15.50367581,5.73341814,-3.26595893
28.98341254,22.05057017,7.25029967,-3.26866677
7.1068843,16.49093225,1.71897748,-3.34540581
22.4301546,4.48746659,7.20802273,-3.2844624
9.22098909,4.39910933,7.25438931,-3.25877473
19.23327199,1.2354794,2.54695973,-3.2605267
21.27957906,12.07148717,10.43561108,-3.26420789
9.23950252,24.09469356,5.73913914,-3.25795297
15.86731322,24.17738933,0.83241645,-3.29041588
27.9553872,14.32086225,23.1497619,-3.28147925
17.92079944,1.00025897,4.71620748,-3.2552501
1.55692811,25.17679838,8.92355009,-3.2627264
13.66648787,9.95832996,1.71796551,-3.3678663
5.99361076,18.71075253,8.97709147,-3.28210821
1.56980363,5.50592602,16.82503062,-3.26323161
6.07055105,20.96723505,23.19822083,-3.26919838
11.56632286,2.32049961,12.11744413,-3.26381231
8.24419944,25.29268934,23.13167047,-3.28118407
2.72254687,4.471099,12.15880222,-3.28709236
11.51287181,11.04559175,19.96742369,-3.2818169
11.51477567,2.27224468,24.91119775,-3.28211045
20.26183299,3.35117908,8.08789847,-3.38724447
2.67507827,2.34187716,5.73605103,-3.26341501
7.08184974,3.37969804,1.71135333,-3.38138604
8.21067315,7.746634,4.01943169,-3.28168311
6.00317141,7.75643642,35.90925674,-3.28745088
17.90744508,14.144404,43.00558682,-3.25514595
26.82096049,9.92081818,39.97937493,-3.36669063
14.72944124,12.09310454,47.22934625,-3.27832171
21.27331821,18.64375468,40.81810106,-3.26272407
22.61854606,20.71063699,1.84471532,-3.25115454
13.69196408,23.07559285,46.35593371,-3.34137901
24.49241375,12.30233181,43.01911979,-3.24819891
0.5406269,9.93463262,39.98140298,-3.40177967
13.68399906,16.50977955,36.79203361,-3.33678706
8.23057705,12.13552237,48.65763197,-3.28364165
19.21774836,14.39916132,40.81849827,-3.26162851
18.16584727,17.5421991,26.39661872,-3.26241351
2.73123498,24.20111495,39.08944202,-3.28521407
15.8424814,22.0431559,45.51884844,-3.26889422
24.62701771,17.60849378,44.06436033,-3.28150911
14.78298578,18.69122803,42.28750352,-3.2851318
25.80175458,20.95767812,47.19653466,-3.26258353
24.62895994,21.96529856,39.09261951,-3.28403916
8.12058177,18.63673418,40.80856669,-3.25814734
24.64599857,11.0403898,45.46560391,-3.28151179
15.87093387,2.26210011,44.04807517,-3.2873637
20.25689632,3.38984992,39.98213889,-3.34829809
18.12183636,10.97138457,50.37435133,-3.26699906
22.43307969,17.59869787,45.47911389,-3.28985114
8.11950749,20.9524089,42.33601815,-3.25847792
14.78745854,20.89757656,40.86022097,-3.28701233
2.92771715,18.84053806,39.768402,-3.26005625
20.27192713,9.94641597,43.16775324,-3.36483282
18.06818669,2.2579435,45.47045587,-3.28777888
24.69567154,2.36185949,50.37263118,-3.26100532
15.83577322,11.04530965,39.11630441,-3.28715681
7.11112104,9.95535511,49.54450867,-3.38444072
19.1852787,12.06637059,29.54432343,-3.27828411
24.50114387,14.15226943,27.40387095,-3.25116953
16.01459525,14.13565277,33.78271469,-3.25694857
20.27463148,16.48346084,27.22510856,-3.36214497
25.7884159,20.96342453,34.43565484,-3.26049642
13.68083754,23.08286403,33.60304063,-3.33474436
24.62679648,17.62069484,31.31139609,-3.28063327
25.81093452,12.09026228,28.06765238,-3.26437099
14.72846349,14.34458854,48.69944908,-3.27288579
7.11019014,9.94216885,36.78650412,-3.40501693
22.43567137,11.02458386,31.255081,-3.27166481
15.80876134,17.53216808,37.62890372,-3.25878242
24.63875352,21.97247331,26.34377977,-3.2841232
15.8072305,22.07329178,32.77398758,-3.25754325
22.4349093,17.60667542,32.72452258,-3.28559958
14.80582076,18.70805015,29.52183804,-3.28404582
24.48612746,18.8861588,33.80315957,-3.25877693
19.209581,20.9699722,48.69913346,-3.27492611
8.13994941,18.6218309,28.04750445,-3.25459978
26.83360364,9.94430436,33.6024989,-3.39395886
16.02326439,7.59126743,30.31857555,-3.25245686
18.06015812,4.48260745,26.33048619,-3.27957266
16.00412927,12.31125833,36.58527213,-3.2564563
22.43005357,21.97067062,37.67198661,-3.28670057
7.10564817,23.07921451,30.40947242,-3.33830933
14.80601254,20.90230509,28.10552579,-3.28650668
24.48941144,20.70759781,49.37948157,-3.25460677
24.6843592,11.03220514,32.72626289,-3.27776733
15.86549289,2.26950788,31.29521642,-3.28545242
24.71826085,2.34629698,37.61474564,-3.25743458
15.82123743,10.97657968,0.85797713,-3.27168316
7.11059562,23.08310119,36.78683265,-3.4080344
17.92646773,25.46400176,40.18793589,-3.25912979
24.44044389,1.03412188,39.78144823,-3.25743007
14.69938871,25.21414375,47.19153023,-3.26078658
4.99083954,17.52548768,39.14607701,-3.25603861
9.45554724,20.70042737,27.40901216,-3.26007155
0.52980394,23.07920364,46.35517154,-3.33633839
11.48503486,17.62898759,44.056514,-3.28414595
25.69743738,25.28419815,40.87733673,-3.28183598
14.72427723,1.25335386,35.96034228,-3.25881157
7.10198556,23.08860481,49.54497078,-3.40796841
19.23988124,27.5384244,40.81122724,-3.25744194
2.63769541,17.52396166,50.37325628,-3.26177232
13.68097139,23.08665997,39.98260722,-3.40702703
2.924628,20.75964959,43.3785224,-3.25987858
9.29132672,17.62802404,45.47318808,-3.28598077
14.79516099,5.55848075,42.28289596,-3.28054911
24.48885407,5.74761609,46.51393295,-3.25502378
20.22305342,9.96500008,36.78366266,-3.39149483
8.12368942,5.49547995,40.81000688,-3.26190461
13.68790406,9.93462537,46.35697439,-3.35593412
2.72137198,2.26706661,44.045092,-3.28255955
6.06644322,1.24112429,40.81439624,-3.25915308
4.92960322,11.01697169,50.42355712,-3.28310099
19.18482392,5.53289284,47.19495193,-3.28014363
8.1289576,7.81271986,42.33166204,-3.25898921
13.66913215,9.93616023,39.97901407,-3.4029614
50.97111918,2.34684031,37.62448446,-3.26285549
9.22844905,10.95621818,44.00019762,-3.26129467
4.9370698,2.26758012,45.47813322,-3.284262
11.56243128,2.32102885,50.3716556,-3.2633923
2.72827676,11.04972797,39.09666792,-3.28757972
9.28618387,21.9730822,50.43065187,-3.28668322
19.24953888,25.1981316,29.58683924,-3.25638514
25.71182924,1.16575216,29.51540082,-3.28052376
14.69609421,25.20147945,34.43374878,-3.25627917
2.7188612,17.59254475,24.90723218,-3.27795667
11.49152163,21.97035079,39.09339872,-3.28676342
4.73591099,20.74705374,33.40735347,-3.25527817
13.6840787,16.52288003,30.41057119,-3.40455708
25.70164217,25.2823922,28.11840281,-3.28470635
14.6906914,1.23750708,48.70656067,-3.26286679
9.30024477,21.96791216,37.67650044,-3.2863729
17.87428689,20.75812639,33.39844341,-3.25836853
1.66492226,18.7120039,42.27300778,-3.28400662
11.50703867,21.97007463,26.33526286,-3.28666157
4.97125201,22.05490913,31.24076458,-3.26192715
