x_A,y_A,z_A,site_energy_eV
33.48741529,35.4921096,11.72360447,-3.27140311
30.70069357,25.47057905,41.59986201,-3.28565459
12.14067841,14.16232462,17.2227672,-3.2149531
36.03876095,21.33675176,26.13874207,-3.31035904
18.33842282,30.34845689,40.23803951,-3.21504908
14.08833314,14.19030949,36.79714129,-3.21214959
5.52999579,44.70565651,22.06943786,-3.28385119
32.84677942,22.94318037,31.06000677,-3.24416884
11.94016133,10.60046775,7.54099726,-3.25004315
2.26353082,8.7173356,33.5069434,-3.2685578
33.85572152,10.7210329,5.47044965,-3.20756498
25.28042246,18.23013835,49.9676425,-3.24572778
46.89624646,5.25700338,15.66508738,-3.27895267
32.00652398,15.28317615,15.44720846,-3.20228514
1.30297937,23.75571655,0.99518669,-3.21193444
20.68990093,51.29426794,49.90728199,-3.24440296
25.28257106,24.14587343,2.24976707,-3.24360155
11.85203953,13.96010154,29.94062984,-3.27558419
15.28574788,50.02048043,27.03336958,-3.22447597
51.08064105,41.86045096,25.13823364,-3.26623369
5.76133696,15.12337662,15.43130894,-3.21952712
21.71740961,8.92160075,51.52838539,-3.18822418
5.56024304,11.90875678,30.18816454,-3.25259121
51.22104782,3.99252453,31.67843205,-3.2359666
5.56735685,41.91742442,7.60419066,-3.26332912
49.58665961,47.66393315,0.39354837,-3.26417622
14.74123953,32.7283254,3.21001269,-3.28747697
51.27597704,30.32452145,5.56081903,-3.20765634
48.00757265,21.950144,51.63754934,-3.21566834
28.08880045,4.32674255,12.20330668,-3.25889473
22.16019407,14.25430531,25.23547999,-3.24160866
48.37090862,5.35208181,5.42766565,-3.29132906
43.41194658,44.73128803,50.99006265,-3.29779005
46.80686533,47.17673013,17.26730613,-3.27379138
48.21049844,18.63713374,4.52376618,-3.20468941
45.04272171,8.40932995,36.97660214,-3.25297592
38.28647651,1.98131393,4.29902665,-3.20983502
25.93515866,16.27927826,37.7629771,-3.21725038
15.43214994,20.42525793,30.67190653,-3.24026017
44.7835157,47.57686374,10.73172103,-3.28210386
51.33485062,40.76429732,30.50686613,-3.17716761
17.69492758,7.05445955,35.13404528,-3.25456859
8.79659931,25.28991047,34.84774424,-3.23435805
4.2405044,46.81712688,21.00675726,-3.24943283
39.53762768,9.87734359,8.26374998,-3.26107029
9.7658177,11.38163534,6.53683813,-3.33965588
48.37720304,18.53857111,44.53435915,-3.31017542
43.33079873,20.72050493,7.61165563,-3.24945915
15.68071528,11.16744013,26.61114398,-3.26730907
14.66635314,19.81329738,2.91172987,-3.29353043
1.88899473,50.13962246,40.249201,-3.2315371
18.07457388,23.80188622,25.28304137,-3.26535613
4.80289394,19.6060417,36.00179696,-3.25211146
4.26446262,25.21412509,14.3894988,-3.20144812
46.74785543,23.96485449,10.86950639,-3.25671543
42.02150496,44.57649607,27.12204079,-3.24765448
24.70739045,28.49243676,12.03657182,-3.25589807
14.13174158,5.22088129,4.17083429,-3.23893193
17.85172645,21.8769749,18.52923159,-3.10754504
17.88514737,19.83306805,48.81232162,-3.27719019
47.3353047,10.6695734,31.67992857,-3.25002372
5.5611331,1.13303135,41.65712617,-3.29533719
17.50264831,47.92949044,31.91016523,-3.23606118
5.38474509,4.10954079,40.33634123,-3.25271335
11.03741986,41.61400812,38.48747508,-3.23378661
18.62205694,31.56900864,48.33595005,-3.27161819
32.65448502,42.7404547,21.30665653,-3.30490807
45.23651269,17.40566583,34.90301985,-3.27228486
8.56493073,10.76795675,31.72933432,-3.19614994
19.84816832,9.90031215,31.04114816,-3.26343646
25.24516278,16.89058724,18.52630154,-3.24793344
8.22514577,6.52126148,16.34274646,-3.39675428
11.78702938,21.96805129,14.05508746,-3.28897518
43.27787985,0.90703847,18.46598403,-3.25812404
14.143789,34.779474,15.41609146,-3.24012363
7.95348511,30.27825262,7.47057161,-3.26167852
16.62410775,47.41735544,19.58411604,-3.19778579
11.47226071,26.25536004,16.46059546,-3.3107812
0.93977956,17.45951801,4.30720788,-3.22997078
8.26695476,33.06568172,3.26282329,-3.26344522
50.24667894,15.41322347,25.27819,-3.24338453
38.38396893,8.5008224,48.1475274,-3.21959344
21.96943219,12.24905784,47.25437292,-3.25183624
41.38610989,17.36823149,38.55551589,-3.25718497
5.46821376,10.61851448,12.09094052,-3.27040516
48.26542325,11.95667285,33.76872711,-3.24642688
42.83959811,34.34829129,45.7132652,-3.30456997
50.2024564,19.13401975,21.83780005,-3.22747079
20.64147407,11.83745175,10.70377559,-3.20364166
43.45600002,7.37017761,21.43862826,-3.25252005
51.36240806,46.9667839,48.31269868,-3.25735236
15.6281026,44.77272534,14.4006054,-3.2816791
12.36983972,4.19399422,11.01024224,-3.24670059
19.7373691,3.18223191,27.81929203,-3.36393357
7.74740548,36.82749622,18.70594037,-3.22155257
1.26842849,8.86333269,46.8238487,-3.21687092
48.26287286,27.2228112,50.51095206,-3.22327612
24.03646112,20.50344608,37.28170787,-3.24833354
2.68020352,50.43497697,13.5508772,-3.23812069
50.03295289,14.02520699,40.34545904,-3.25268073
45.09909773,11.22332013,43.57706,-3.27125676
7.58134801,43.84779866,15.39890591,-3.23328188
2.39320908,12.07584106,24.42631257,-3.24890188
30.42250326,38.23386217,1.09360211,-3.23173774
24.0220301,25.38043128,30.57587672,-3.23692392
22.86158789,24.4978629,32.61975569,-3.36280173
42.53985269,31.10662049,52.32634377,-3.36654835
27.19207053,8.03086551,15.27801474,-3.14731292
20.66326246,17.95870706,41.5920036,-3.22205984
14.75982631,45.87476531,3.17247395,-3.27188482
43.44937862,20.85494889,20.58080653,-3.24048251
7.50186185,29.04531592,27.36449903,-3.22320162
33.00901123,35.89233968,24.60768374,-3.32343204
8.87561083,13.79455027,10.9408351,-3.25690999
8.21033278,19.49645156,3.42153244,-3.37184823
32.68784279,22.97517417,50.78736714,-3.34829449
23.87055563,38.36374068,31.55361039,-3.26366035
4.49980365,10.83172312,25.44633043,-3.29925174
18.77404294,21.61751848,23.91312596,-3.26631824
27.30044311,35.13907577,20.78220623,-3.25434656
31.33694577,36.7812502,11.9283655,-3.29204991
0.92003593,8.32752049,41.51796403,-3.24057444
25.41693083,11.07548848,2.1511807,-3.29994291
30.27551285,0.96568297,18.4471186,-3.24645507
28.53015599,25.30147713,24.20256922,-3.21549315
7.83969236,35.17215061,51.36902541,-3.2027302
50.76385766,6.44999735,49.16809295,-3.33197197
43.67377946,41.48499239,20.21576402,-3.22810385
50.77678119,45.85889235,36.02384822,-3.29590651
11.49845191,50.04686044,7.51655503,-3.22524403
0.92698752,30.66396335,17.31211954,-3.26917945
11.0671827,8.77130081,27.00259292,-3.26309793
50.37422624,0.40709667,41.67129268,-3.24751706
49.11572931,27.87018179,26.1884578,-3.31800061
51.21244565,48.29951985,27.18980422,-3.26853116
34.93027149,23.91303882,31.87126528,-3.19988882
35.04239291,11.98903625,21.40619097,-3.13401298
7.52094263,7.73432422,4.14336662,-3.29644702
15.28392428,39.83400523,22.0650829,-3.26686755
51.42082992,20.77180539,9.03533792,-3.23575749
48.25019646,31.70363079,4.84664888,-3.2047733
25.01558145,15.64008972,51.21608855,-3.27587829
4.67358639,21.99180666,44.86737774,-3.23677625
18.09114481,19.71134446,9.6534801,-3.24775463
14.05262713,21.03430409,15.44285237,-3.25055306
36.75226852,7.58102263,11.71838423,-3.25496816
47.97389549,28.46280882,13.9158085,-3.21832529
36.85519837,25.25551279,18.41307889,-3.2193669
31.90913344,24.17805233,43.59033989,-3.2287931
23.1301071,4.87960294,32.80861562,-3.31251113
5.79231087,44.43865814,8.86809985,-3.25948749
25.3826605,30.60126897,37.02970564,-3.21424402
27.41610046,10.55336099,27.23740693,-3.25765877
50.16315076,33.75166725,11.7165825,-3.2529059
34.41259463,19.65874822,3.19498568,-3.22267552
28.1493188,41.5754719,5.52448074,-3.23770835
9.74578229,24.54259805,32.65314277,-3.27669742
27.5371026,15.54379273,18.68254536,-3.30087672
10.87362741,51.3914946,30.87562485,-3.23929056
12.05332613,35.23223851,14.09283018,-3.26208192
21.87306284,18.79755297,17.46457236,-3.2455999
5.78317234,34.92028056,10.81801775,-3.23773549
15.56630523,11.95898673,12.05172269,-3.25924444
7.04472909,35.26435124,4.57894063,-3.24114282
8.29945346,45.84986577,16.63306423,-3.35852514
14.08785252,18.42335,17.24831337,-3.21065173
12.16931838,24.29899388,2.22034898,-3.16378267
5.37636119,17.19547791,14.03543763,-3.23391848
13.26167342,9.86640308,27.78999392,-3.38988704
9.78083187,47.47275899,0.09796523,-3.32940805
43.52446888,8.49077015,6.05696691,-3.24307702
48.20184166,20.7209616,27.35283914,-3.20831906
4.43387556,17.42091727,26.84464679,-3.26407108
14.08365525,11.10816116,8.81751638,-3.23643423
1.17926931,14.25677368,23.61092367,-3.28333215
33.67312688,9.29992862,38.09556015,-3.28592575
30.0571927,7.85358378,7.45219476,-3.25248079
47.01006743,25.09438389,49.86977803,-3.26834474
35.27240991,46.83443384,1.09249253,-3.24640806
0.84241417,4.33893756,17.38664666,-3.24514977
12.03884716,20.58155596,9.28994115,-3.24582195
21.88799627,20.32741627,15.21613424,-3.26730266
15.3841688,18.83285538,15.23676031,-3.22164551
22.35040941,31.65717549,18.70891241,-3.22842749
47.31686443,17.23548641,46.71163584,-3.25330138
40.70344795,43.53958399,12.05598817,-3.18475794
16.51425183,8.16635776,19.83426015,-3.34253892
40.58350838,17.12671296,51.32352768,-3.29006656
14.05219967,14.42057384,23.74765805,-3.27152055
22.20881089,25.11123262,7.68396578,-3.26781687
51.65574613,17.42395461,37.02364518,-3.245602
7.76197372,50.72697114,10.87612351,-3.12565681
25.26414957,21.42943655,8.86154535,-3.25228237
12.0792836,18.40365323,10.57908338,-3.29435802
1.19706407,44.71072678,17.23171408,-3.25467713
40.75864662,34.99112821,46.77672989,-3.22738747
31.75451431,33.90004782,23.78310926,-3.21366296
9.12670411,12.00138372,33.78011486,-3.25638369
7.03845448,10.4999784,24.2736607,-3.24482471
51.61116443,11.01656952,41.4918514,-3.21798181
35.12608446,46.76698228,14.16536414,-3.21153369
14.6959534,6.7420718,42.59155799,-3.29229916
3.85948372,33.92484544,46.72205667,-3.26768912
44.70470614,2.50099116,7.5781885,-3.22848414
10.9504986,51.44795902,18.19270191,-3.23942249
13.93909124,28.05598137,10.80221564,-3.26836532
46.99012212,31.53640447,41.89530672,-3.29759783
39.18474851,3.32784073,11.44472613,-3.41480718
28.7066886,40.25653315,46.9330297,-3.23389619
30.48676033,25.25277553,2.13621386,-3.23878773
11.46894107,13.14747289,42.41667731,-3.28002945
14.22616205,7.68362551,28.60750617,-3.26996217
0.90283819,4.37755767,30.37327627,-3.23664579
35.18132327,31.739949,5.22876629,-3.23368397
4.19496417,7.46972081,7.67919454,-3.24434487
30.96846859,48.14622829,5.58680145,-3.26547744
50.50469299,8.79228921,27.00158948,-3.24413478
5.62031243,27.32202963,2.42485537,-3.18691887
18.91092375,17.38888649,8.64941367,-3.29261757
33.79277197,14.99700255,8.8509951,-3.22757745
14.05543141,23.35071493,14.23898131,-3.22313181
44.43891607,17.40934784,27.07241389,-3.24655577
5.81872259,15.13353262,41.54327248,-3.22232934
7.53565697,28.18313559,8.87313344,-3.2388178
12.0932341,10.57890373,20.72731453,-3.26912144
40.36875445,18.26629331,43.34528935,-3.27122458
22.94859054,27.77555366,39.26536582,-3.26411107
39.23291902,36.07788657,8.12634091,-3.42427847
14.46165891,30.23341652,12.10372547,-3.2300707
28.21554129,36.88452892,40.33534279,-3.1856526
49.70295332,5.23807479,7.54064987,-3.26179598
37.68042547,21.87814353,40.30227222,-3.21248238
30.6541648,41.50668602,7.30395449,-3.21888087
15.44028271,12.28467986,24.11134327,-3.28083703
10.80352301,33.65947019,50.37531636,-3.24528278
46.89415666,48.22429237,12.02729389,-3.20968192
19.90759415,23.133173,31.14507727,-3.32543186
14.28190202,25.17944404,35.42223879,-3.27372206
34.01002714,15.48650618,0.9787811,-3.25120574
50.1641739,18.74333293,8.68099724,-3.22264215
13.97256848,2.06707,10.91363837,-3.22138331
5.43525888,23.77869943,51.37600547,-3.20397378
51.4564641,47.22999632,8.8244196,-3.22257091
51.65787184,30.6885787,23.91535165,-3.22331984
27.30217907,50.803852,8.66224712,-3.17161411
48.11637115,38.28001971,34.64158446,-3.28197134
15.27114999,23.9679809,0.62170002,-3.26799346
15.22298939,39.83676809,8.85963209,-3.26360653
6.5403183,29.39076681,1.56864249,-3.22104819
1.25108438,12.15442629,22.16277037,-3.28257199
5.77871355,10.84875841,17.54766134,-3.24924581
18.80249818,15.24587527,15.38313473,-3.22708137
22.0406671,38.36050845,47.65655704,-3.24701381
6.61724243,48.98531373,11.53033436,-3.17983207
17.71860984,15.34010511,20.59844568,-3.28842454
0.9197946,34.79554737,2.30973942,-3.19838648
29.60194052,47.50286596,19.68119229,-3.22081703
4.60412131,15.29360565,7.43540472,-3.20378213
0.85020382,17.34904188,43.67875673,-3.25835524
43.58785987,25.4144294,15.1285762,-3.23547256
15.33188802,5.44641514,40.92946364,-3.14530308
7.33266928,4.32049686,15.30261298,-3.26296368
35.83113349,34.37048499,12.9991297,-3.33776694
7.46044628,24.63325724,36.8976399,-3.24932579
11.83857452,28.51283436,25.27155173,-3.20430761
48.15450731,7.3586658,15.24565647,-3.19973181
25.38259708,28.37396347,17.39225816,-3.22148321
5.5065939,1.08220785,28.7206504,-3.26588323
37.05585626,20.44547268,50.95601187,-3.26848363
13.17981914,16.28741513,18.0324461,-3.33535132
12.12446291,51.23271345,28.68329201,-3.2552415
4.6241303,48.19610405,18.83531973,-3.27414987
20.48699447,28.19528589,8.74030963,-3.19553462
30.37777214,31.85340336,11.00168821,-3.22219559
28.3162715,26.69904605,35.11794949,-3.25736777
19.71870937,9.7910586,11.4408211,-3.22878115
7.71321697,1.41181564,22.05255876,-3.28258771
2.41361395,44.87960531,15.07178304,-3.19483774
21.43981132,8.89882252,25.25799147,-3.27101447
1.65148085,12.8183477,9.71886792,-3.32491117
5.60116456,20.85116786,10.56690199,-3.28584782
16.44383605,40.89764575,32.79317858,-3.30792179
4.05125523,14.17650978,18.4808917,-3.25748643
51.35445309,27.99533886,43.65366612,-3.13123975
44.65903187,23.83821621,12.09534534,-3.19466207
23.97898161,33.66868522,50.29544539,-3.18868572
14.44623058,10.57960022,14.22304031,-3.30534698
7.51022077,18.47866197,28.56834728,-3.20406525
43.51765369,12.13768767,1.30407178,-3.19317033
11.21821121,4.24811385,18.72880114,-3.18979863
2.32718732,25.45143177,50.29127726,-3.24230737
22.19864328,12.14525889,34.05953873,-3.24035954
46.96815784,12.02750684,23.60863584,-3.27972162
28.15196612,4.33803142,51.36352826,-3.24032032
9.72635651,34.35836066,13.40905162,-3.24620426
11.0919495,7.08082483,50.06613213,-3.24886642
50.21372357,0.69902998,28.27077671,-3.29065394
22.62202032,37.65575703,6.49302525,-3.33556964
4.4995181,43.57294405,40.20906469,-3.20868649
30.09515352,1.10912862,31.78598349,-3.25658791
26.13297005,29.40532933,50.73403159,-3.325871
35.05252126,7.46312992,41.358177,-3.21867388
44.98776364,24.98013226,4.01524335,-3.23497404
10.625253,40.33619196,1.04965717,-3.25344172
50.29087287,37.21599097,7.25136785,-3.30174376
40.96846024,39.23031082,22.88104804,-3.28668597
38.63349044,17.56440433,10.80605618,-3.2302449
11.92370605,35.1932662,0.88092697,-3.22818459
16.21825573,37.51126826,39.37274205,-3.30818009
34.81817362,30.38301783,7.31434095,-3.24197992
24.05357414,50.10911137,7.27173022,-3.19026352
37.11916307,32.00093231,21.72778387,-3.28911776
15.69488958,25.07588352,25.09926049,-3.24014779
17.36383708,27.02151661,4.380865,-3.20969743
14.2251283,17.12036508,51.27299675,-3.26676028
18.40273994,23.78359022,12.10699111,-3.21356013
17.25491963,44.82692696,38.12946972,-3.20980562
20.78234186,17.10439727,46.85460029,-3.25038271
1.10856146,21.06232085,15.35226194,-3.20310555
12.53600179,48.00209955,8.75941503,-3.2756233
47.32504513,15.51400586,1.07003151,-3.30478968
8.85173046,12.21042171,8.67461195,-3.2444565
35.45844406,5.38143445,18.60736152,-3.24120959
27.91841959,0.17398273,49.24938042,-3.22997558
2.43568869,46.89987814,44.65798948,-3.21107497
32.68324189,16.21625711,27.77404953,-3.33389121
31.69536093,15.69802371,7.63603157,-3.25577796
24.14897357,23.88102404,20.54708973,-3.23746121
5.52654555,33.99948403,36.70460888,-3.28473178
9.15486307,14.20035668,25.05570124,-3.28535933
38.23730198,23.72373795,7.49474724,-3.22870725
5.59011977,18.55146147,22.184469,-3.24619391
7.92969877,10.75663136,18.73264169,-3.19977953
27.23221229,17.8219752,17.39070682,-3.22096994
5.55387259,41.23093418,28.48064365,-3.22946765
31.66436103,15.65525895,46.87674277,-3.29835078
4.03837278,18.48173677,38.19785117,-3.29204068
10.44954814,40.46987807,14.01022451,-3.25424635
51.53340792,30.71931132,36.9541674,-3.24982432
40.76107619,17.17448389,12.12043715,-3.260605
40.40736702,24.87600859,48.36370781,-3.27058243
4.25955624,4.34063935,0.48889011,-3.21764556
38.1778974,31.59085811,10.3938927,-3.26402717
27.34088358,25.28780386,22.07708065,-3.26925587
46.8260801,21.67070411,30.39903517,-3.20119117
7.70506429,7.49483185,30.08043807,-3.26730228
24.56215215,48.08023081,27.30432301,-3.23868222
17.44093757,12.33995969,28.15168492,-3.25930161
17.38577488,0.91767806,18.41506387,-3.24048551
50.05097985,20.38450843,11.12843966,-3.27792313
46.75094237,10.91954624,36.92862983,-3.23083825
49.13464503,1.47303155,26.13615987,-3.23863705
51.45874047,24.89003866,28.47901213,-3.23037148
15.3478658,13.79154145,34.8345022,-3.20434925
43.60272161,25.46092835,28.33041232,-3.26621138
27.12888802,21.54086977,15.46487228,-3.26636633
51.07234945,21.978051,40.30097335,-3.24336585
25.45312396,8.72813669,8.8645529,-3.23742235
51.3518799,18.47258838,23.83613866,-3.21398195
47.02709776,49.81700574,18.54159319,-3.29594937
27.24310079,12.05508371,48.20788933,-3.20082584
41.31552071,8.73972049,20.51599214,-3.26463958
40.06951195,37.12929934,47.95163952,-3.26482033
36.94359114,17.6537023,19.17972591,-3.26249201
25.43780742,47.90222907,21.94080316,-3.22991804
17.52459698,23.87410297,51.56408255,-3.30647517
15.55887976,1.02241976,46.98079722,-3.2672375
50.23562267,51.72459946,4.2771334,-3.22061065
19.44351959,35.97585855,44.27197056,-3.26739951
47.1255309,30.37780392,7.5770209,-3.26460244
14.0741671,1.85951003,23.98554873,-3.26211566
36.92511936,50.3724302,33.30057369,-3.26135441
35.71858626,34.37438734,0.20396448,-3.28501339
6.43862143,3.12962927,1.6177322,-3.37378228
1.85469227,30.41992624,51.44931845,-3.24923698
20.49637367,24.05530758,10.80144792,-3.21293468
7.77396788,15.46767922,14.09780006,-3.19520102
14.5616536,4.3237985,51.53779836,-3.21725091
1.19848247,4.11069977,38.21155246,-3.23567492
15.44100511,40.0842685,34.8589414,-3.22738793
40.17214794,37.1362499,21.87569259,-3.21508248
8.1443017,32.73617756,42.39158029,-3.22160168
41.44153213,48.1024127,7.33416923,-3.2438805
1.44880773,10.66169789,1.01559409,-3.24336753
10.57369302,18.58867771,46.86671843,-3.27212508
41.50732816,51.20346858,24.55343103,-3.1633363
2.19748338,8.72433862,20.46530616,-3.21992064
10.68906133,51.2964194,5.36288081,-3.254073
47.43529782,52.38224747,9.91553747,-3.21645804
34.94064709,40.00039392,10.98733804,-3.24091706
13.37401361,22.47532269,1.68239623,-3.2761767
23.90749277,20.49607182,24.05452536,-3.2106571
47.06019946,20.64070214,3.8068348,-3.24308195
10.71936021,18.57359905,20.85876511,-3.20908248
13.98081219,4.42485826,43.53053247,-3.27585696
51.46603926,37.87457872,2.39275836,-3.22876049
30.44326398,46.90344309,47.08580881,-3.21213765
38.32096839,12.01686082,15.53042968,-3.18600417
0.12252163,9.89480905,8.27712226,-3.32258037
19.40519666,29.50998662,21.26924657,-3.22014027
48.25050723,38.46052102,8.38850346,-3.24013326
49.29353188,27.84136033,0.23711852,-3.30129372
15.56964254,46.79287329,44.71364312,-3.22798015
35.46638793,5.48097154,5.52847439,-3.24408391
2.3537205,7.49707457,31.38664363,-3.19734229
1.66655686,39.22990687,35.92830071,-3.35774969
51.65096653,28.24682487,4.28809768,-3.20352987
10.98307244,21.91249052,0.84712714,-3.21295072
13.96667851,20.85517701,41.66305885,-3.19957583
20.62943436,47.2250681,43.5514067,-3.23887056
45.17394528,21.78468852,10.8470268,-3.25411339
22.87794968,14.76574212,13.02292417,-3.31599033
45.02157917,14.91410637,2.27500555,-3.25000232
17.67934128,2.33540801,46.86774962,-3.19003284
43.51395148,46.77410608,8.03199352,-3.26106747
14.92161598,21.90360197,7.43503251,-3.26749636
34.86801393,4.37874065,46.54934913,-3.27244015
41.33661753,2.38858642,44.94965417,-3.19687726
43.58202899,20.7227613,34.39902512,-3.13221347
41.01786674,21.87113089,33.85837199,-3.1303316
51.36328531,8.1365826,21.85380069,-3.17648713
21.40308072,6.56485641,16.35660927,-3.30009316
30.62112379,26.87210776,43.86569051,-3.32029437
17.36227826,18.72740675,37.11453724,-3.25865351
18.62732306,25.06583411,17.2044756,-3.2306616
21.80975614,36.9796043,31.89736626,-3.21127502
14.24095924,22.0420336,46.79644434,-3.23154908
8.88077688,40.19919137,24.10974333,-3.22838439
26.30339962,10.01726323,47.32572671,-3.20659968
20.62646901,44.69069174,41.82636275,-3.2343245
46.6789464,43.70888409,41.58077226,-3.21552506
2.14257202,7.19927393,43.56886008,-3.29321279
16.30671568,24.52576719,13.07266819,-3.33626857
5.66834351,27.90414611,41.52766024,-3.26286258
14.05167453,7.80896561,2.42059756,-3.20973104
11.46789747,39.30131404,3.19337754,-3.29464399
11.95703288,10.61552683,46.80179262,-3.26324372
27.79149521,2.30849318,5.54420124,-3.26460684
9.83296978,14.61501029,13.14212655,-3.24871024
30.79618626,34.94030526,5.64882159,-3.27570703
10.72185396,0.97488508,1.15429667,-3.24015028
7.5217333,2.21302928,8.75154074,-3.24093036
27.36082618,50.7383226,48.07240384,-3.13905085
8.7595825,4.21193959,33.41990301,-3.25066104
2.88381399,34.02205123,18.83738597,-3.26286656
21.88748144,48.06625883,25.46935926,-3.23219287
34.86069648,43.4581068,20.46003337,-3.22446892
8.87322557,46.7608332,41.34065897,-3.20288475
31.10773335,6.69275098,9.75398776,-3.37755328
47.53084832,26.36002333,36.22227105,-3.24845722
22.22317025,27.23341314,11.99588684,-3.27123917
18.60882611,4.1022543,14.08560557,-3.20559402
50.10261724,38.47030254,43.75167087,-3.24274497
27.48346255,43.38726254,25.26878875,-3.21775535
16.34215345,14.74958298,45.8549191,-3.33912445
31.59918529,22.11053026,5.52873462,-3.23240706
27.88123286,45.52213684,16.13285308,-3.30406931
30.51573476,18.79432506,24.2906391,-3.27617201
12.092862,44.54160557,49.86467448,-3.27977044
12.08370243,38.14451858,28.73110333,-3.2356416
14.23505146,36.85700317,0.89381302,-3.21925215
13.18932005,36.09115555,27.90264484,-3.32892776
37.67423583,45.90669233,36.03415031,-3.25938053
1.12936193,25.05297981,48.25561335,-3.18786044
27.27808592,11.95914665,22.03199402,-3.26069401
4.17651409,25.25191414,27.32738895,-3.22325462
2.45100615,44.93572626,1.86921501,-3.23134043
5.58273066,24.92730605,43.35870745,-3.20638875
20.47340268,30.55261699,41.53981833,-3.2269084
44.70478013,30.24487659,27.24435698,-3.29109309
46.00670169,16.47421097,40.92224816,-3.30301165
51.39212618,7.64733236,8.93864129,-3.28448889
46.99428862,23.80956784,31.66353455,-3.2504357
7.58939914,47.15441299,43.40375026,-3.23468729
0.9242074,14.60182664,36.91161301,-3.24976357
22.01940862,5.5441803,30.82619056,-3.20959803
0.11110934,22.76193248,27.77448017,-3.34247712
15.10945584,26.5227833,48.28349601,-3.20284969
9.01241299,51.44921457,21.03738478,-3.23748437
2.75193832,11.8084599,51.48826407,-3.24969513
41.90474307,14.13524217,7.72216285,-3.2673746
12.24836401,8.52259983,8.84126197,-3.21571133
31.8857275,27.40289784,28.6033269,-3.21803102
18.11103402,52.308678,16.21605438,-3.33684057
1.89423857,4.05457131,25.25493902,-3.2625287
17.30134202,13.98765479,43.68378378,-3.20834506
30.67284484,8.89258456,45.06697319,-3.20401566
28.56301004,14.11087416,21.07282569,-3.28539088
5.86363148,21.71531414,50.1436189,-3.27013403
6.70301812,23.061809,11.44157946,-3.33720896
1.76871004,32.74750917,3.26534384,-3.28355486
8.95968517,7.49954073,40.63922386,-3.29362248
18.21970744,50.08330593,38.34684441,-3.23928857
0.86734907,21.70122262,2.28503108,-3.23570685
12.25811108,8.52110939,48.17209151,-3.25494877
34.9838331,18.86988352,43.64718305,-3.25755467
38.34393641,24.87430142,41.65677902,-3.18907886
44.95918441,31.49867812,8.96372205,-3.28200281
0.07440174,22.91424952,8.22853536,-3.29508754
20.60238551,7.67424771,43.38837138,-3.21902875
41.66934634,46.85797319,5.21547569,-3.20153636
33.38587153,34.94157677,4.34053546,-3.24299736
11.47712022,6.51808315,36.04512457,-3.30152464
6.81215326,22.99557081,44.19312945,-3.32133607
12.5817004,30.53980404,24.08470191,-3.23061226
27.42728527,30.211053,38.33095082,-3.23079122
15.25051487,38.5461069,50.15881373,-3.24039296
38.38974582,31.37652603,36.93550722,-3.25267368
41.88444591,20.74916644,18.41914247,-3.27570846
15.23583456,30.45806048,51.46356342,-3.24794015
5.32131023,28.53027675,46.82930482,-3.25853657
12.99922848,16.28652111,37.52727564,-3.20790325
